canonical_smiles,validity
COc1ccc(/C=C/C(=O)c2ccccc2)cc1,valid
O=C(O)c1ccccc1C(=O)Nc1ccc(Cl)cc1,valid
O=C(O)c1ccccc1C(=O)Nc1ccccc1,valid
COc1ccc(/C=C/C(=O)c2ccc(O)cc2)cc1,valid
Cc1cc(C)ccc1C(=O)Nc1ccc(Cl)cc1,valid
Cc1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1,valid
O=C(O)c1ccc(-c2ccccc2)o1,valid
COc1ccc(/C=C/C(=O)c2ccccc2O)cc1,valid
C=C1NC(=O)[C@@H]2CC[C@@]12,valid
COc1ccccc1C(=O)Nc1ccccc1,valid
Cc1ccc(Cn2ccnc2)c(O)c1,valid
O=C(O)CCCCCc1ccccc1,valid
CN(C)CCCCNCCc1ccc(O)c(O)c1,valid
CN(C)CCCCNCCCNCCP(=O)(O)P(=O)(O)O,valid
Cc1cc(C)c(C#Cc2ccc(-c3ccccc3)cc2)nc1O,valid
CCCCC(=O)Oc1ccccc1,valid
COc1ccccc1C(=O)NCC(O)CC(=O)Nc1ccc(Cl)cc1,valid
COc1ccc(/C=C/C(=O)c2ccc(OC)cc2)cc1,valid
O=C(O)c1ccccc1-c1ccc(O)c(O)c1,valid
O=C(Nc1nc(SCc2ccccc2)oc2ccccc12)NO,invalid
Cc1cc(C)ccc1NC(=O)c1ccccc1,valid
COc1ccc(C(=O)/C=C/c2ccc(OC)cc2)cc1,valid
COc1ccccc1C(=O)Nc1ccc(O)c(O)c1,valid
CC(C)CCOc1ccc(C(=O)/C=C/c2ccc(OC)cc2)cc1,valid
O=C(O)c1ccccc1OCCc1ccc(O)c(O)c1,valid
Cc1ccc(C)cc1SCc1ccccc1,valid
Cn1c(Cc2ccc(Cl)cc2)c(=O)c2ccccc2c1-c1ccccc1,invalid
O=C(O)C(=O)Nc1ccc(C2CCCCC2)cc1,valid
CC(C)c1ccccc1-c1nc2ccccc2n1CCO,valid
COc1ccc(C(=O)/C=C/c2ccc(OC)c(O)c2)cc1,valid
O=C(O)c1ccccc1Cn1ccnc1,valid
O=C(O)C(CCc1ccccc1)c1ccc(O)c(O)c1,valid
Nc1ccc(Cn2ccnc2)cc1,valid
CCCCc1ccc(-c2[nH]c3ccccc3[nH]2)cc1,invalid
COc1ccc(C(=O)/C=C/c2ccc(C(=O)NCC3)cc2)cc1,invalid
COc1ccc(-c2ccc(-c3ccc(Cl)cc3)cc2)cc1,valid
COc1ccc(S(=O)(=O)Nc2ccc(C(C)(C)C)c(C)c2)cc1,valid
NC(=S)N/N=C/c1ccc(O)c(O)c1,valid
Cc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1,valid
Cc1ccccc1CSc1ccc(Cl)cc1,valid
Cc1cc(C)c(CN2CCCCC2)cc1,valid
CC(=O)Nc1ccc(-c2ccc(Cl)cc2)o1,valid
C=Cc1ccc(O)c(O)c1,valid
Cc1ccc(Nc2ncc(C#N)cc3)cc2n1,invalid
C=C(C)CCCCNc1nccs1,valid
O=C(O)c1ccccc1Oc1cccnc1,valid
CC(C)CCNC(=O)c1ccccn1,valid
C=C1NC(=O)C(c2ccccc2)CC1,valid
Cc1cc(C)c(C(=O)Nc2ccccc2)cc1,valid
O=C(O)C(=O)c1ccccc1,valid
CCCCCCCNCc1ccc(O)c(O)c1,valid
O=[N+]([O-])c1ccc(Cc2ccccc2Cl)c(I)c1,valid
O=C(O)c1ccccc1Sc1ccccc1,valid
O=C(O)c1ccccc1,valid
COc1ccc(/C=C/c2ccc(OC)cc2)cc1,valid
Cc1ccc(Nc2nc(SC(C)C)c3cncc3s2)cc1,valid
Cc1cc(-c2ccc(SC#N)cc2)cc(C#N)nc1-c1ccccc1,invalid
O=C(O)c1ccccc1O.Cl,valid
COc1ccc(C(=O)/C=C/c2ccc(O)cc2O)cc1,valid
CN(C)CCCSc1nc(N)nc2ccccc12,valid
O=[N+]([O-])c1ccc(SSc2ccccc2F)o1,valid
O=C(O)Cc1ccc(Cn2ccnc2)cc1,valid
CN(C)CCCCCNCc1ccc(F)cc1,valid
N#C[C@H]1CSC(=S)N(C#N)CC1,valid
O=C(O)c1cccc(O)c1,valid
Cc1nc(N)c2nc(N)ncn2n1,invalid
O=C(O)c1ccccc1OP(=O)(O)O,valid
CSc1ccc(Cn2ccnc2)cc1,valid
COc1ccc(/C=C/C(=O)c2ccc(OC)c(OC)c2)cc1,valid
Cc1ccc(Cc2nc3c(C(F)(F)F)cccc3[nH]2)nc1,valid
NNC(=O)c1ccccc1O,valid
O=C(O)c1ccccc1C(=O)Nc1ccc(C(F)(F)F)cc1,valid
